codigo_produto;produto;secao;custo_atual;preco_atual;ncm
00006686;BOLSA REQUINTE M ROSA HUG;CONFECCOES;114.50;240.00;42022220
00006688;BOLSA XG REQUINTE ROSA HUG;DIVERSOS;132.19;279.00;4202220
00004132;CORTINA CORTA LUZ LINHO 100 %  4.00/2.80 ADOMES;CORTINA;335.81;735.00;63031200
00000318;TAPETE BALI 1,75X1,75;TAPETE;242.00;408.00;63023100
00005264;TAPETE ANDREZA PERSA DIVERSOS 0.70/1.20;TAPETE;71.21;144.00;57050000
00006697;CAPA DE ALMOFADA 0.45/0.45 FRANCESA/GREGA/ITALIANA JOLITEX;CAPA;30.59;69.00;63049200
00006565;BOLSA MUNIQUE M HUG;DIVERSOS;83.68;180.00;4202220
00006564;BOLSA XG MUNIQUE HUG;DIVERSOS;110.13;231.00;42022220
00005140;PRATO FUNDO DECORADO;COLCHA;9.00;21.00;69120000
00002800;MEIA CALCA INFANTIL INVERNO ALG.COM LYCRA FIO 80 9555 SELENE;CONFECCOES;9.30;18.00;61112000
00004213;COBRE LEITO CAIOBA CASAL HEDRONS;COBRE LEITO;77.75;172.00;63049300
00005028;TOALHA BANHO 1.00/1.50 GAYA/MARROCOS/MISTICA BUDDEMEYER;TOALHAS AVULSA;26.38;63.00;63026000
00001464;PEL CHAV.SAPO/JOANINHA CASC/BICHINHO ORAR PP/ SENT NO COR. F;PELUCIA;4.02;7.50;95030031
00001435;COLCHA CASAL PIQUET 2.20/2.40 SUZETTE MOURAD;COLCHA;66.48;126.00;63032100
00004555;JOGO DE CAMA ESPLORATORE SOLTEIRO TRUSSARDI;JOGO DE CAMA;632.23;798.00;63022100
00004064;TAPETE PROMOCIONAL 1.50/2.00 SAO CARLOS/PINHEIRO;TAPETE;12.56;359.00;33030010
00002192;ENCOMENDA PERFUME;DIVERSOS;76.97;549.00;94049000
00001571;MEIA BEBE MODELOS VARIADOS CASC;MEIA BEBE;0.82;1.50;61113000
00003035;TRAVESSEIRO LONGO VEET;TRAVESSEIROS;76.90;169.00;94049000
00004977;KIT BERÇO AM CM 08 PÇS SOBERA/BABY 10 /DOCE DE MENINA PAULIN;KIT BERÇO;222.20;420.00;63023100
00001381;TAPETE ALICE 1.40/2.00;TAPETE;339.71;820.00;57024200
00001399;TAPETE 0.50/0.70 DENVER/SEATTLE/MADISON/NATURALE ANDREZA;TAPETE;20.51;65.00;63014000
00006702;ALMOFADA VELUDO/LINHO/SARJA 0.20/0.52 BORDADA DECORTEXTIL;ALMOFADA;49.90;108.00;94049000
00004904;TAPETE 1.50/2.00 VELUDO RENAISSANCE J. SERRANO;TAPETE;228.32;198.00;57024200
00001236;EDREDON QUEEN MALHA ESPECIAL IDEALI/SUAVENES;EDREDON;182.19;345.00;\N
00001410;PORTA TRAVESSEIRO PLISSE 0.50/0.70 LAVIVE;FRONHA;30.85;69.00;63041910
00006704;ALMOFADA VELUDO SOFT LISO 0.52/0.52 DECORTEXTIL/CIA DA TERRA;ALMOFADA;79.00;159.00;94049000
00005404;ALMOFADA TRICÔ/LINHO 0.52/0.52 DECORTEXTIL;ALMOFADA;129.90;259.00;94049000
00006708;ALMOFADA FLOCADA 0.45/0.45  DECORTEXTIL;ALMOFADA;29.90;66.00;63039000
00005142;COBRE LEITO PROMO FUNCIONARIOS;COLCHA;32.85;50.00;63041910
00006659;SAIDA MATERNIDADE FEM/MASC MACACAO C/MANTA E CASACO COLIBRI;CONFECCOES;134.15;261.00;61119090
00002926;MANTA DE TRICÔ ORIGAMI 0.90/2.20 DECORTEXTIL;MANTA;340.38;679.00;63014000
00006701;ALMOFADA LINHO BORDADO 0.35/0.58 RETANGULAR DECORTEXTIL;ALMOFADA;139.90;279.00;94049000
00005628;KIT PERFUME CALVIN KLEIN EUPHORIA FEMME 100 MLBODY L 100 ML;PERFUME FEMININO;309.86;622.00;33030010
00006598;CORTA LUZ 4.20/1.70 BELLA JANELA;CORTINA;55.97;123.00;63039200
00002927;TRAVESSEIRO SONO E SAÚDE JÚNIOR 0.45/0.65 ALTENBURG;TRAVESSEIROS;24.76;54.00;94049000
00001940;TOALHA BANHO INFANTIL CANDY TEKA;TOALHAS AVULSA;9.63;27.00;63026000
00006692;AROMATIZANTE HOME SPRAY LOVESSENCE;DIVERSOS;18.37;58.00;33079000
00006200;ABRACADEIRA/PINGENTE INFINITY CILINDRO DUPLO BELLA ARTE;DIVERSOS;25.96;69.00;58089000
00006705;ALMOFADA RUSTICA/LINHO/VELUDO 0.52/0.52 BORDADA DECORTEXTIL;ALMOFADA;89.90;199.00;94049000
00006662;TAPETE PLATINUM 1.50 REDONDO BUCHARA;TAPETE;418.91;965.00;57024200
00006537;TOALHA ROSTO BARRADO INFANTIL 0.49/0.70 KARSTEN;TOALHAS AVULSA;17.05;27.00;63026000
00006536;ALMOFADA VELUDO/LINHO 0.52/0.52 DECORTEXTIL;ALMOFADA;59.90;169.00;63026000
00000369;MANTA SOLTEIRO TERMICA TERMOCEL;MANTA TIPO COBERTOR;52.22;78.00;63013000
00004065;TAPETE POP WAVE 0.60 1.20M KACYUMARA;PERFUME MASCULINO;12.56;163.00;57050000
00006715;TAPETE SISAL 2.00/3.00 GUARUJÁ PINHEIRO;TAPETE;50.00;750.00;94049000
00006625;TOALHA BANHO GIGANTE IMPERIALE/CASTELI TRUSSARDI;TOALHAS AVULSA;55.33;169.00;63026000
00006626;TOALHA ROSTO IMPERIALE/CASTELI TRUSSARDI;TOALHAS AVULSA;25.39;69.00;63026000
00004640;KIT MONTESSORIANO 7 PÇS BATISTELA BABY;CONFECCOES;179.30;393.00;63022900
00004403;TAPETE 0.50/0.80 ATHENAS ANDREZA;TAPETE;36.90;75.00;57050000
00004345;TRAVESSEIRO TRUSSARDI  TOQUE DE PLUMA 50X70CM;ALMOFADA;104.00;229.00;94049000
00006717;AGUA PERFUMADA TRUSSARDI 1L;DIVERSOS;67.00;149.00;33074900
00001341;DIFUSOR DE AMBIENTE TRUSSARDI "TODOS";DIVERSOS;115.00;239.00;33074900
00006718;AROMATIZANTE TRUSSARDI PARA AMBIENTE 200 ML;DIVERSOS;82.91;159.00;33074900
00006712;JG. DESCANSO P/PANELA KACYUMARA;JOGO DE COZINHA;13.38;27.00;7908223431
00000813;ALMOFADA SHANTU 0.52/0.52 C/ APLIQUE CORDIN DECORTEXTIL;ALMOFADA;79.90;169.00;94049000
00004013;TAPETE POP WAVE  0.45/0.65  KACYUMARA;PERFUME FEMININO;24.12;66.00;57050000
00006719;VELA PERFUMADA TRUSSARDI 200 G;DIVERSOS;79.00;165.00;33074900
00001617;SAIA BOX CASAL 1.40/1.90 38CM MALHA ADOMES;SAIA PARA COLCHAO;28.00;60.00;63021000
00006668;TAPETE COSY 2.00/3.00 EDANTEX;TAPETE;607.68;1470.00;57024200
00006724;CAPA ALMOFADA 0.50/0.50 FLANEL ADOMES;CAPA;15.30;33.00;63041990
00000967;TAPETE EROS 2.00/3.00 EDANTEX;TAPETE;8.45;1685.00;57024200
00006613;EDREDON KING VINTAGE 200 FIOS VIDA BELA KACYUMARA;EDREDON;271.09;569.00;94099000
00006649;COBRE LEITO KING 200 FIOS VINTAGE VIDA BELA KACYUMARA;COBRE LEITO;261.33;722.00;63022100
00000011;MANTA P/ ESTOFADO JACQUARD CHARME 2.10/1.40 ADOMES;MANTA;34.35;78.00;63019000
00006615;JOGO DE CAMA QUEEN 4 PÇS VINTAGE 200 FIOS VIDA BELA KACYUMAR;JOGO DE CAMA;236.92;497.00;63022100
00003793;CORTINA TECIDO CORTA LUZ 3.00/1.70 BLEND BELLA JANELLA;CORTINA;79.96;159.00;63039200
00002360;TOALHA MESA 1.53/2.70 TABLECLOTH COM POLIESTER KARSTEN;TOALHA DE MESA;28.55;60.00;63025100
00004957;TAPETE SISAL 2.00/2.90 FATEX CORTEX;TAPETE;337.37;780.00;57029200
00006612;EDREDON CASAL VINTAGE KACYUMARA;EDREDON;214.41;448.00;94049000
00006738;BANDEJA EM METAL COM ESPELHO;DIVERSOS;26.91;56.00;73239900
00006739;PORTA RETRATO PRATA/DOURADO EM METAL 15/20;DIVERSOS;15.01;29.90;83063000
00006722;TAPETE SANITIZANTE 0.40/0.60 BELLA CASA;TAPETE;26.80;60.00;40169100
00006647;COBRE LEITO CASAL 200 FIOS VINTAGE VIDA BELA KACYUMARA;COBRE LEITO;206.25;493.00;63022100
00001638;MANTA DE TRICÔ 0.90/1.80 DECORTEXTIL;MANTA;149.90;329.00;63023900
00004962;COBRE LEITO QUEEN CAIOBA HEDRONS;COBRE LEITO;46.44;198.00;94049000
00006714;TAPETE BANHEIRO 02 PCS CARMEL/MONTEREY ANDREZA;TAPETE;40.40;84.00;57039000
00006753;CESTO EM SEAGRASS REF 7979 TAMANHO G;DIVERSOS;98.91;196.00;46021900
00000262;VASO C/ PÉ DE CRISTAL LYOR;DIVERSOS;13.50;32.00;70139110
00006751;CESTO EM SEAGRASS REF 7982 TAMANHO P;DIVERSOS;74.25;139.00;46021900
00006744;BANDEJA GRANDE EM METAL COM ESPELHO;DIVERSOS;35.91;69.90;73239900
00006741;KIT BANDEJA EM METAL 2 PÇS;DIVERSOS;56.25;118.00;73239900
00001157;KIT BERCO 08 PC C/ LATERAL E ROLO MEUS AMORES;KIT;273.05;545.00;63023100
00006777;GATO BRANCO REF 12890 EM CERAMICA;DIVERSOS;21.49;45.00;69139000
00002802;PRATO P/ SOBREMESA DE CRISTAL CHUMBO CORAÇÃO LYOR;CADEIRA;12.01;27.00;94017100
00000206;PETISQUEIRA PEQUENA C/3 DIVISORIAS DE CRISTAL;DIVERSOS;18.14;45.00;70134100
00006734;CORAÇAO EM CERAMICA REF 11357/11355/11356;DIVERSOS;24.75;49.50;69139000
00006742;ESCULTURA YOGA EM PORCELANA REF 11269/11265/11273;DIVERSOS;19.92;42.00;69131000
00006743;CORUJA EM CERAMICA;DIVERSOS;8.25;16.90;69139000
00000570;VASO QUADRADO COM PLANTA ARTIFICIAL JOLITEX;DIVERSOS;23.00;54.00;67021000
00002397;SUPORTE ROLO PAPEL TOALHA C/MADEIRA FUTURE;DIVERSOS;6.44;135.00;73239900
00003312;CORTINA PRATIKA 2.00/1.80 SPECIALE/ LUNA  BELLA JANELA;CORTINA;38.26;108.00;63039200
00004909;KIT JOGO AMERICANO 4 PCS BAMBU JOLITEX;TOALHA DE MESA;2.55;39.50;44191900
00000708;TAPETE REDONDO 1.00 MIMO JOLITEX;TAPETE;100.00;234.00;57050000
00003223;VASO REDONDO COM PLANTA ARTIFICIAL JOLITEX;DIVERSOS;14.03;33.00;67021000
00003443;CESTO BAMBU RETANGULAR JOLITEX;DIVERSOS;103.44;219.00;63023900
00006766;BANDEJA PRETA EM MADEIRA REF 12507;DIVERSOS;40.50;84.00;44201000
00006772;AMPULHETA PEQUENA REF 9604/9603 EM VIDRO;DIVERSOS;31.41;69.00;70139900
00006778;VASO EM POLIRESINA REF 12405/12417/12409/12413/12403 MART;DIVERSOS;45.90;95.90;39264000
00006771;CACHEPOT OFF WHITE REF 12865 EM CIMENTO;DIVERSOS;15.75;33.00;68109900
00006770;CACHEPOT OFF WHITE REF 12864 EM CIMENTO;DIVERSOS;38.25;79.00;68109900
00006767;ESCULTURA REF 13012/13014 PRETA/DOURADA EM METAL;DIVERSOS;82.69;169.00;83062100
00006761;ESCULTURA LEOPARDO REF 13098 DOURADO EM POLIRESINA;DIVERSOS;107.89;219.00;39264000
00005679;CONJUNTO 6 FACAS P/CHURRASCO INOX DESTINY/POSITANO;DIVERSOS;23.79;48.00;8211100
00006820;BUSTO EM CIMENTO;DIVERSOS;31.22;79.00;68109900
00006616;JOGO DE CAMA KING 4 PÇS VINTAGE 200 FIOS VIDA BELA KACYUMARA;JOGO DE CAMA;260.35;546.00;63022100
00006324;JOGO DE CAMA KING 300 FIOS CAMILLE MARKEN FASSI;JOGO DE CAMA;340.09;999.00;63023100
00006754;COLCHA SUPER KING 03 PÇS 300 FIOS SQUARE KACYUMARA;COBRE LEITO;490.42;957.00;63041910
00000022;CONJUNTO P/ BANHEIRO 03PCS DE VIDRO/CERAMICA LYOR;DIVERSOS;32.13;75.00;70139900
00000790;TAPETE DEDINHO/DALLAS/POP HABITAT/CAMESA/KACYUMARA;TAPETE;14.19;27.00;57033000
00006818;FOLHA ROSE GOLD EM CERAMICA REF 12191;DIVERSOS;25.12;49.90;69139000
00006776;RELOGIO DE PAREDE MART REF 12945/12946;DIVERSOS;53.89;108.00;91052900
00004632;COBRE LEITO SOLTEIRO 02 PÇS 250 FIOS MICROFIBRA ANDREZA;COBRE LEITO;64.58;129.00;94049000
00002512;CORTINA PRATIKA BELLINI 2.80/4.20 BELLA JANELA;CORTINA;167.40;343.00;63039200
00005626;PERFUME BVLGARI AQVA HOMME 30 ML;PERFUME MASCULINO;140.00;280.00;33030020
00004761;PERFUME ARMANI SI  FIORI /  PASSIONE FEMME 100 ML;PERFUME FEMININO;266.95;929.00;33030010
00003862;COBRE LEITO QUEEN 03 PÇS 200 FIOS PRIVILEGE ANDREZA;COBRE LEITO;213.86;470.00;63041910
00006839;PROTETOR DE TRAVESSEIRO 0.50/0.90 BUDDEMEYER MALHA MAISON;PROTETOR DE COLCHAO;16.90;84.00;94049000
00005386;COBRE LEITO CASAL 03 PÇS 300 FIOS BORD. CASHEME/FINESSE MARK;COBRE LEITO;624.04;1660.00;63023100
00003384;TAPETE ORLANDO 2.00/2.50 BUCHARA;TAPETE;500.46;1199.00;57033000
00004115;PERFUME JEAN PAUL LE BEAU  HOMME 75 ML;PERFUME FEMININO;293.90;589.00;33030020
00001021;COBRE LEITO SOLTEIRO 02 PCS 250 FIOS ANDREZA;COBRE LEITO;66.18;198.00;94049000
00001670;CONJUNTO 3 UTENSILIOS DE BAMBU + SUPORTE;DIVERSOS;17.09;36.00;44191900
00006690;PROTETOR DE COLCHAO KING 1.93/2.03/0.38 JACQUARD HEDRONS;PROTETOR DE COLCHAO;111.30;246.00;63023200
00000949;CORTINA PRATIKA 3.00/1.70 PARTENON BELLA JANELA;CORTINA;7.18;225.00;63039200
00002021;COBRE LEITO CASAL 03 PÇS 250 FIOS MICROFIBRA ANDREZA;COBRE LEITO;109.01;318.00;63041910
00001275;CONJUNTO C/6 GARFOS/COLHERES P/MESA INOX LYOR;DIVERSOS;73.14;34.00;82159910
00006676;TOALHA ROSTO 0.49/0.70 PROMOCIONAL/ OTTO KARSTEN;TOALHAS AVULSA;8.27;21.00;63026000
00005341;LEITEIRA DE VIDRO BIRDS/FLOWER 230 ML WOLFF;DIVERSOS;4.25;12.00;70134900
00004080;PERFUME CK CK IN2U HIM HOMME CALVIN KLEIN  100ML;PERFUME FEMININO;144.48;379.00;33030020
00006762;ESCULTURA LEOPARDO REF 13099 DOURADO EM POLIRESINA;DIVERSOS;161.89;329.00;39264000
00006845;SAIS DE BANHO ESPUMARIA;DIVERSOS;22.90;54.00;33074900
00004514;CAMINHO DE MESA 0.40/1.80 RENDADO FLORAL JOLITEX;TOALHA DE MESA;60.25;129.00;63025300
00006727;ESCULTURA MULHER EM PORCELANA;DIVERSOS;31.41;64.00;69131000
00006640;MANTA P/ ESTOFADO JACQUARD CASABLANCA 1.70/1.40 ADOMES;MANTA;19.08;42.00;63014000
00006769;ESCULTURA MAO DOURADA REF 12986EM CERAMICA;DIVERSOS;37.69;76.00;69139000
00006811;RELOGIO DE PAREDE REF 11565/11566;DIVERSOS;31.15;65.00;91052900
00000199;LUGAR AMERICANO DE CORTIÇA LYOR;DIVERSOS;11.10;24.00;45039000
00000985;JOGO DE CAMA QUEEN 04 PCS 250 FIOS ANDREZA;JOGO DE CAMA;82.17;183.00;63022100
00003215;CAPA ALMOFADA 0.45/0.45 TETRIS/HERA JOLITEX;ALMOFADA;5.00;63.00;63049300
00005808;PERFUME CH CH PRIVE FEMME  80ML;PERFUME FEMININO;280.05;559.00;33030010
00006750;VASO EM VIDRO REF 10379;DIVERSOS;24.75;48.00;70139900
00000223;POTICHE DECORATIVO DE CRISTAL LYOR;DIVERSOS;6.75;18.00;70139110
00003979;PERFUME 212 MEN  NYC CAROLINA HERRERA 100ML;PERFUME MASCULINO;222.00;679.00;33030010
00006854;AÇUCAREIRO DE CRISTAL C/ COLHER E TAMPA COLMEIA LYOR;DIVERSOS;8.95;22.50;70134100
00000092;KIT ESCORREDOR 03 PCS (1 ESC 2 PANOS) JOLITEX;DIVERSOS;15.73;33.00;63071000
00006864;ACUCAREIRO C/ COLHER DE CERAMICA SWEET HOME LYOR;DIVERSOS;13.77;31.00;69120000
00001150;COLCHA QUEEN  03 PÇS PIQUET EST.ORNAT/DECORA  BOUTON;COLCHA;68.33;153.00;63041910
00000240;CONJUNTO C/6 COLHERES P/CAFÉ INOX LYOR;DIVERSOS;14.69;34.00;82159910
00006821;FLOR/PERA EM CERAMICA REF 11284/10341/10339;DIVERSOS;10.68;29.90;69139000
00006763;ESCULTURA LEOPARDO REF 12425 DOURADO EM POLIRESINA;DIVERSOS;98.91;239.00;39264000
00004828;TENIS MASC VELCRE/COURO/SUEDE/GREY/BLACK 15 AO 18 TURMA DO P;CONFECCOES;33.22;81.00;64059000
00002023;COBRE LEITO QUEEN 03 PÇS 250 FIOS MICROFIBRA ANDREZA;COBRE LEITO;109.73;378.00;63042100
00006648;COBRE LEITO QUEEN 200 FIOS VINTAGE VIDA BELA KACYUMARA;COBRE LEITO;221.81;522.00;63022100
00001121;KIT BERÇO 8PÇS ROLO GOLD BABY PAULINHA BABY;KIT;298.58;599.00;63023100
00006833;TAPETE 1.40/2.00 NILO BUCHARA;TAPETE;277.20;639.00;57024200
00005979;CONJ.FEM BLUSA E SHORT JEANS C90269 CATIVA;CONFECCOES;34.99;72.00;62042200
00006843;JOGO AMERICANO TRAMA SINTETICA/LUNA OLIVE COPA&CIA;DIVERSOS;7.86;18.00;39241000
00006725;ALMOFADA 0.28/0.50 RETANGULAR VELUDO MESCLA ADOMES;CAPA;15.56;33.00;94049000
00006639;TOALHA ROSTO MAGGIORE ALG. EXTRA COTTON TRUSSARDI;TOALHAS AVULSA;53.28;99.00;63026000
00006909;TAPETE KILIM 0.40/0.60 SORTIDO NIAZITEX;TAPETE;6.45;19.00;57029200
00006905;TAPETE ROMA 3.00/4.00 NIAZITEX;TAPETE;1130.22;2899.00;57029200
00000794;COBERTOR CASAL KYOR PLUS RACHEL JOLITEX;COBERTOR;100.95;216.00;63014000
00006813;PORTA RETRATO REF 12528 EM METAL 10X15;DIVERSOS;12.66;28.50;830630000
00006815;PORTA RETRATO REF 10499 MARMORIZADO EM METAL 10X15;DIVERSOS;31.92;64.00;830630000
00006814;PORTA RETRATO PRATA REF 11388 EM METAL 10X15;DIVERSOS;46.97;94.00;\N
00006877;BANDEJA MESA DE CAMA NIAZITEX;DIVERSOS;56.00;115.00;44191900
00000751;EDREDON KING GRASSO 300 FIOS TRUSSARDI;EDREDON;666.30;1465.00;94049000
00006894;TAPETE CLEAN 0.40/1.20 EDANTEX;TAPETE;23.66;72.00;57024200
00006872;PEL ELEFANTE PEQUENO XT9156-20 FOFFY;ALMOFADA;26.38;59.00;94049000
00006902;TAPETE ROMA 2.00/2.50 NIAZITEX;TAPETE;470.92;1198.00;57029200
00004070;TRAVESSEIRO CASA K KACYUMARA 50X70 TOQUE DE PLUMAS;TRAVESSEIROS;12.56;127.00;94049000
00004913;CENTRO DE MESA FOLHA DOURADO/RUSTICO/CINZA TAM G JOLITEX;DIVERSOS;38.00;87.00;64059000
00006886;TAPETE ACONCHEGO 1.00/1.40 EDANTEX;TAPETE;138.63;338.00;57024200
00006726;ALMOFADA BI CAMA BABADINHO/GOLD/IMPERIAL PAULINHA BABY;ALMOFADA;46.44;93.00;94049000
00006546;KIT BERÇO 8PÇS ROLO BABADINHO BABY 200 FIOS PAULINHA;KIT BERÇO;422.90;845.00;63023100
00006850;TAPETE ECLETIK REDONDO 1,50 M SAO CARLOS;TAPETE;385.74;799.00;57033000
00006868;LENCOL AVULSO SOLTEIRO KING 180 FIOS ALTENBURG;LENCOL AVULSO;66.66;132.00;63023100
00002965;JOGO AMERICANO PVC 0.30/0.45 JOLITEX;TOALHA DE MESA;4.30;10.50;39249000
00006939;CONJUNTO 6 CANECAS DE VIDRO 115 ML LYOR;DIVERSOS;14.66;33.00;70134900
00006792;VASO MARSALA REF 11649EM VIDRO COM SUPORTE;DIVERSOS;86.19;169.00;70139900
00000118;VASO DE VIDRO PEQUENO ITALY LYOR;DIVERSOS;66.00;159.00;70139900
00006795;ESCULTURA LEOPARDO REF 12441  EM POLIRESINA;DIVERSOS;75.49;149.00;39264000
00006735;OURIÇO EM METAL REF 10949/10950;DIVERSOS;29.25;68.00;83062100
00006865;PRATO P/ SOBREMESA DE CERAMICA CRONUS LYOR;DIVERSOS;9.89;21.00;69120000
00006866;PRATO RASO DE CERAMICA CRONUS LYOR;DIVERSOS;16.60;39.00;69120000
00006736;FOLHA EM PLIRESINA;DIVERSOS;74.25;148.50;39264000
00000003;CONJUNTO 4PCS P/ BANHEIRO DE CERAMICA SWEET HOME LYOR;DIVERSOS;79.40;89.00;63014000
00006938;CENTRO DE MESA DE VIDRO SODO-CALCIO ITALY 24X11 CM LYOR;DIVERSOS;103.66;237.00;70139900
00006879;ESPATULA/COLHER DE BAMBOO NIAZITEX;DIVERSOS;3.03;8.00;44191900
00006882;DESCANSO DE PANELA QUADRADO/REDONDO NIAZITEX;DIVERSOS;8.33;18.00;44191900
00006907;TAPETE WINCHESTER 2.00/3.00 NIAZITEX;TAPETE;688.03;1599.00;57029200
00006851;TAPETE ECLETIK REDONDO 2.00 MTS SAO CARLOS;TAPETE;684.64;1437.00;57033000
00003535;TAPETE DEDINHO 0.60/1.20 SOFT HABITAT;TAPETE;59.90;156.00;54075400
00005800;PERFUME OLYMPEA INTENSE 50 ML PACO RABANNE;PERFUME FEMININO;240.80;399.00;33030020
00004750;PERFUME ANGEL THIERRY MUGLER 30ML/ 25ML;PERFUME FEMININO;295.80;590.00;33030020
00002563;JOGO AMERICANO DESIGN ESTAMPADO JOLITEX;PANO DE PRATO;12.40;19.50;46019900
00006716;ALMOFADA 0.32/0.55 RINZERA VINTAGE/LINHO KACYUMARA;ALMOFADA;30.19;66.00;94049000
00006723;FRONHA 0.50/0.70 100% ALGODÃO LUMIERE MARKEN FASSI;FRONHA;10.00;21.00;63022100
00006756;CORTINA VALENCIA RENDA 1,20 X2,00 INTERLAR;CORTINA;27.05;66.00;63039200
00006893;TAPETE CLEAN 0.40/0.60 EDANTEX;TAPETE;11.90;36.00;57024200
00000488;JOGO AMERICANO MANDALA JOLITEX;CAMINHO DE MESA;1.82;15.00;39249000
00006925;JOGO DE CAMA QUEEN 03 PCS ESTAMPADO 180 FIOS KARSTEN;JOGO DE CAMA;139.95;248.00;63022100
00006895;PASSADEIRA CLEAN M2 EDANTEX;TAPETE;25.91;63.00;57024200
00006944;PORTA TRAVESSEIRO 0.50/0.70 VERANO MATELADO LAVIVE;FRONHA;21.25;43.00;63023200
00006885;TAPETE ACONCHEGO 1.40/2.00 EDANTEX;TAPETE;277.44;690.00;57024200
00006927;JOGO DE CAMA SOLTEIRO 03 PCS 150 FIOS KARSTEN;JOGO DE CAMA;110.94;231.00;63022100
00001408;BONECO MASCOTE GRANDE TIMES FOFFY/PATO MUSICAL OCEANIA;DIVERSOS;19.04;36.00;95051000
00006908;TAPETE WINCHESTER 2.50/3.00 NIAZITEX;TAPETE;860.03;1989.00;57029200
00006797;CESTO BRANCO EM SEAGRASS REF 7999;DIVERSOS;103.41;209.00;46021900
00003350;EDREDON KING  VISION 270 FIOS BUDDEMEYER;EDREDON;346.49;699.00;94049000
00004094;PACHA IBIZA 24/7  SO COOL MASCULINO/ FEMININO;PERFUME MASCULINO;42.01;112.00;33030020
00006954;PIJAMA FEM.SHORT DOLL MENSAGEIRO DO SONHO PROMOCIONAL;PIJAMAS;24.90;69.00;61083100
00001405;SAIA BABADO KING 1.95/1.98 CASA E VOCE TMA;SAIA PARA COLCHAO;37.01;78.00;63023900
00006846;GUARDANAPO HOME 04 PCS 0.40/0.40 COPA&CIA;DIVERSOS;21.42;45.00;63025100
00006711;TAPETE FIO BAIXO 1.50/2.00 PINHEIRO;TAPETE;135.00;375.00;57029000
00004346;ALMOFADA CAMPESE/NOCCI/LEGNO/FRASCATI/TREVI 0.40X040 TRUSSAR;ALMOFADA;98.67;220.00;33030010
00004604;PERFUME VALENTINO DONNA ACQUA FEMME 100ML;PERFUME FEMININO;313.75;628.00;33030020
00006641;MANTA P/ ESTOFADO JACQUARD CASABLANCA 2.10/1.40 ADOMES;MANTA;22.95;52.00;63014000
00006757;CORTINA VALENCIA RENDA 1,50M X 2,00 INTERLAR;CORTINA;33.92;84.00;63039200
00004050;PERFUME YSL BLACK OPIUM 3 0ML;PERFUME FEMININO;73.74;349.00;33030020
00006874;COLHER/CONCHA/ESCUMADEIRA METALIC 35CM NIAZITEX;DIVERSOS;8.32;19.00;39241000
00006816;KIT CAIXA REF 0700/3 3 PÇS;DIVERSOS;89.94;189.00;44209000
00006911;TAPETE VENEZA 2.00/2.50 NIAZITEX;TAPETE;510.30;1197.00;57029200
00006837;CESTO MÉDIO RUSTIC/CREATIVE JOLITEX;DIVERSOS;101.64;184.00;46021200
00006958;TAPETE SENA/COMPELO 2.00/2.50 EDANTEX;TAPETE;300.00;726.00;57024200
00006838;CESTO GRANDE RUSTIC/CREATIVE JOLITEX;DIVERSOS;75.00;198.00;46021200
00001011;CESTO PEQUENO RUSTIC/CREATIVEELEGANCE/PARACANAS JOLITEX;DIVERSOS;60.15;129.00;46021200
00006852;TRAVESSEIRO SUPER EXTRA FIRME 0.48/0.68 ALTENBURG;TRAVESSEIROS;23.19;48.00;94049000
00002550;CONJUNTO INFANTIL MOLETOM MSC/FEM LICENCIADOS LUNENDER;CONFECCOES;46.53;81.00;\N
00004664;KIT PERFUME ONE MILLION 50ML CANETA PERF 15ML/ SPRAY 10ML;PERFUME MASCULINO;176.18;390.00;33030010
00006942;PORTA TOALHA DE BANCADA CROM/COBR REF 1891 FUTURE;DIVERSOS;18.90;44.00;73249000
00004300;PERFUME PRADA CANDY FEM 80ML;PERFUME FEMININO;0.00;998.00;33030010
00006955;TOALHA BANHO GIGANTE YUNA/MURIEL KARSTEN;DIVERSOS;35.98;96.00;63026000
00006887;TAPETE ANTUERPIA/LIEGE/BRUXELAS 0.50/1.00 EDANTEX;TAPETE;29.67;72.00;57024200
00006912;LOVE/HOME EM CERAMICA 13828/13829 MART;DIVERSOS;32.29;64.80;69139000
00006929;SAIA P/ CAMA QUEEN 100% ALGODÃO KARSTEN;SAIA PARA COLCHAO;55.33;113.00;63023100
00000200;PETISQUEIRA GRANDE C/3 DIVISORIAS DE CRISTAL LYOR;DIVERSOS;43.90;99.00;70134100
00000714;TAPETE NATURE 0.50/0.80 ANDREZA;TAPETE;40.90;94.00;57050000
00000128;CJ 6 TAÇAS DE VIDRO P/AGUA DIAMOND 325 ML LYOR;DIVERSOS;27.59;138.00;70132800
00004026;CAMINHO DE MESA 0.32/1.50 SPLENDOR JOLITEX;CAMINHO DE MESA;29.44;69.00;63025300
00006946;CONJUNTO KIDS ML CALÇA  MOLETINHO SONHART;PIJAMAS;131.90;264.00;61072100
00006963;PIJAMA FEM ABERTO C/GOLA E CALÇA LONGA MALWEE;PIJAMAS;132.43;291.00;61042990
00006959;TAPETE SENA/COMPELO 2.50/3.00 EDANTEX;TAPETE;450.00;1089.00;57024200
00006673;TAPETE FUJI 1.00/1.40 EDANTEX;TAPETE;190.53;460.00;57024200
00006875;COLHER/CONCHA/ESCUMADEIRA/ESPATULA NYLON NIAZITEX;DIVERSOS;5.80;14.00;39241000
