Codigo;data_nascimento;genereo;cidade;setor;limite
103722;1979-04-17;F;Anápolis;JAIARA;0.00
114281;1997-10-08;F;Anápolis;JAIARA;250.00
066934;1974-11-03;F;Anápolis;MARACANA;0.00
057210;1967-11-21;F;Anápolis;MARACANA;0.00
118692;1982-10-16;F;Anápolis;ANEXO ITAMARATY;0.00
094762;0000-00-00;F;Anápolis;SETOR SUL JAMIL MIGU;0.00
048309;1982-05-26;F;Anápolis;BOM SUCESSO;0.00
112827;0000-00-00;F;Anápolis;JARDIM PRIMAVERA;0.00
119944;1990-06-15;F;Anápolis;NOVA VILA;0.00
047785;1962-07-30;F;Anápolis;JUNDIAI;0.00
057238;1986-10-06;F;Anápolis;MARACANA;0.00
097723;1955-09-30;F;Anápolis;RECANTO DO SOL;0.00
090867;1991-01-30;F;Anápolis;ITAMARATY;0.00
120263;1987-10-06;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
042163;1970-10-21;F;Anápolis;JARDIM PROGRESSO;0.00
096526;1946-02-18;F;Anápolis;JUNDIAI;0.00
116170;0000-00-00;F;Anápolis;ANAPOLIS;0.00
108082;1977-08-02;F;Anápolis;PARQUE IRACEMA;0.00
097994;1979-06-16;F;Anápolis;ITAMARATY 2 ETAPA;0.00
015588;1976-01-18;F;Anápolis;ALEXANDRINA;0.00
113018;1967-07-09;F;Anápolis;GOIANAPOLIS CIDADE;0.00
037428;1961-08-15;F;Anápolis;POLOCENTRO;0.00
090831;1949-07-28;F;Anápolis;ITAMARATY;0.00
094565;1972-04-26;F;Anápolis;JK;0.00
090970;1954-08-21;M;Anápolis;RESIDENCIAL DAS FLOR;0.00
054426;1969-06-03;F;Anápolis;BOUGANVILLE;0.00
042828;1951-04-22;F;Anápolis;JARDIM PROGRESSO;0.00
100674;1981-01-07;F;Anápolis;BANDEIRAS;0.00
105099;0000-00-00;F;Anápolis;IGREJINHA;0.00
107012;1946-09-05;F;Anápolis;ALEXANDRINA;0.00
112767;1971-01-31;M;Anápolis;JAIARA;0.00
102015;1949-10-13;F;Anápolis;JAIARA;0.00
006461;0000-00-00;F;Anápolis;CENTRO ANAPOLIS;0.00
044624;1963-11-13;F;Anápolis;MARACANA;0.00
006141;1948-03-23;F;Anápolis;ALEXANDRINA;0.00
098146;1945-10-02;M;Anápolis;SAO JOAQUIM;0.00
100178;1983-11-18;F;Anápolis;JAIARA;0.00
099825;1992-03-09;F;Anápolis;ITAMARATY;0.00
106773;1976-10-11;F;Anápolis;PARQUE DOS PIRINEUS;0.00
097077;0000-00-00;F;Anápolis;JAIARA;0.00
064677;1975-05-27;F;Anápolis;JAIARA;600.00
109136;1975-03-18;F;Anápolis;SANTA MARIA DE NAZAR;0.00
048249;1962-07-20;F;Anápolis;SANTA MARIA DE NAZAR;0.00
049250;1977-08-29;F;Anápolis;PARQUE BRASILIA;0.00
060472;0000-00-00;F;Anápolis;JARDIM PROGRESSO;0.00
061423;1980-08-10;F;Anápolis;JUNDIAI;0.00
052354;1972-01-18;F;Anápolis;SUNFLOWER RESIDENCIA;0.00
050551;1963-10-31;F;Anápolis;SANTA MARIA DE NAZAR;0.00
051402;1980-02-21;F;Anápolis;BANDEIRAS;0.00
093858;1946-06-10;F;Anápolis;SAO LOURENCO;0.00
056011;0000-00-00;F;Anápolis;GOIANAPOLIS CIDADE;0.00
103852;1987-01-07;F;Anápolis;JAIARA;0.00
044682;1967-10-04;F;Anápolis;NOSSA SENHORA D`ABAD;0.00
109675;1972-02-26;F;Anápolis;JUNDIAI;0.00
017911;1979-12-09;F;Anápolis;VILA NORTE;0.00
112361;1991-06-03;F;Anápolis;RESIDENCIAL JARDIM I;0.00
030244;1969-05-17;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
045660;1975-05-09;F;Anápolis;ITAMARATY;0.00
093566;0000-00-00;F;Anápolis;BAIRRO DE LOURDES;0.00
098817;1983-08-12;M;Anápolis;FLOR DO CERRADO;0.00
061335;1981-03-01;F;Anápolis;ALEXANDRINA;0.00
103365;0000-00-00;F;Anápolis;GOIANIA;0.00
116719;1961-12-17;F;Anápolis;BURITIS;0.00
041396;1973-12-06;F;Anápolis;BOA VISTA;0.00
048796;1941-09-21;F;Anápolis;MARACANA;0.00
022914;1979-03-25;F;Anápolis;GOIANAPOLIS CIDADE;0.00
098072;1970-03-05;F;Anápolis;VILA JUSSARA;0.00
013623;1953-12-10;F;Anápolis;JARDIM PROGRESSO;0.00
116614;1992-10-13;F;Anápolis;SAO CARLOS;0.00
109564;1985-02-27;F;Anápolis;SANTO ANDRE;0.00
105358;0000-00-00;F;Anápolis;PETROLINA;0.00
103785;1979-03-12;F;Anápolis;PARQUE DOS PIRINEUS;0.00
096027;1976-07-05;F;Anápolis;CIDADE UNIVERSITARIA;0.00
057692;1983-10-26;F;Anápolis;DON PEDRO 2;0.00
102878;1976-05-31;F;Anápolis;BANDEIRAS;0.00
102725;1967-07-16;F;Anápolis;GOIANAPOLIS CIDADE;0.00
094208;1973-04-18;F;Anápolis;PARQUE BRASILIA;1300.00
093457;1964-11-02;F;Anápolis;JAIARA;0.00
091482;1975-03-07;F;Anápolis;JAIARA;0.00
090796;1984-11-29;F;Anápolis;JAIARA;0.00
092861;1960-06-15;F;Anápolis;JARDIM ALEXANDRINA;0.00
097585;0000-00-00;F;Anápolis;NOVA GLORIA;0.00
008647;1961-08-14;F;Anápolis;MARACANA;0.00
039017;1972-04-21;F;Anápolis;JARDIM DAS AMERICAS;0.00
028464;1980-03-24;F;Anápolis;VILAGE CARDOSO;0.00
090958;1975-01-16;F;Anápolis;JARDIM GOIANO;0.00
112875;1986-12-24;F;Anápolis;JARDIM ALEXANDRINA;350.00
034258;1975-05-16;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
111875;1983-02-21;F;Anápolis;RESIDENCIAL VALE DO;0.00
092412;1978-01-25;F;Anápolis;ANTONIO FERNANDES;0.00
056693;1979-05-29;F;Anápolis;INTERLANDIA;0.00
119936;1993-04-30;F;Anápolis;SAO CARLOS;0.00
055971;1977-03-10;F;Anápolis;RESIDENCIAL ITATIAIA;0.00
101133;1983-10-28;F;Anápolis;RECANTO DO SOL;0.00
096696;1976-08-17;F;Anápolis;JAIARA;0.00
056578;1950-08-02;F;Anápolis;CONJ. MIRAGE;0.00
111452;1970-10-03;F;Anápolis;JUNDIAI;0.00
051625;1955-02-25;F;Anápolis;JARDIM BANDEIRANTES;0.00
062726;1984-01-24;F;Anápolis;ADRIANA PARQUE;0.00
119221;1960-04-11;F;Anápolis;JARDIM ALEXANDRINA;750.00
108575;0000-00-00;F;Anápolis;JARDIM CALIXTO;0.00
034661;1960-01-03;F;Anápolis;ANTONIO FERNANDES;0.00
091888;1977-08-13;F;Anápolis;SANTANA;0.00
116932;1979-08-11;F;Anápolis;JARDIM EUROPA;400.00
039252;1960-05-24;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
100415;1971-12-30;F;Anápolis;ANAPOLIS CITY;0.00
112145;1986-05-19;F;Anápolis;JARDIM SUIÇO;0.00
053551;0000-00-00;F;Anápolis;BRASILIA;0.00
118691;0000-00-00;F;Anápolis;JAIARA;0.00
097694;0000-00-00;F;Anápolis;VILA GOIS;0.00
005894;1949-03-30;F;Anápolis;VILA POPULAR;0.00
112026;1982-06-16;F;Anápolis;ANTONIO FERNANDES;0.00
093593;1977-09-25;F;Anápolis;JAIARA;0.00
028469;1976-03-06;F;Anápolis;CENTRO;0.00
182691;1987-11-08;M;Anápolis;JAIARA;0.00
060307;1961-04-01;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
098078;1960-09-25;F;Brasília;BOM SUCESSO;850.00
103726;1952-05-24;F;Anápolis;MARACANA;0.00
040725;1965-12-04;F;Anápolis;SANTO ANTONIO;0.00
015605;1962-06-04;F;Anápolis;SAO JOAQUIM;0.00
057466;1981-06-28;F;Anápolis;JAIARA;0.00
067113;1954-04-12;F;Anápolis;CONJUNTO ELDORADO;0.00
053412;1961-05-08;F;Anápolis;ALEXANDRINA;300.00
014904;1976-08-09;F;Anápolis;MARACANA;0.00
015616;1974-07-22;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
103675;1977-11-26;F;Anápolis;VILA HARMONIA;0.00
100297;1977-01-22;F;Anápolis;CENTRO;0.00
055986;1968-03-23;F;Anápolis;GOIANAPOLIS CIDADE;0.00
028486;1962-02-13;F;Anápolis;ITAMARATY;0.00
107487;1962-10-13;F;Anápolis;MARACANA;0.00
108266;1989-07-10;F;Anápolis;ADRIANA PARQUE;0.00
182698;1991-08-05;F;Anápolis;BOA VISTA;0.00
107336;1975-06-18;F;Anápolis;VILA NORTE;0.00
098870;1982-05-29;F;Anápolis;RESIDENCIAL DAS FLOR;0.00
093241;1968-08-27;F;Anápolis;BOUGANVILLE;600.00
101101;1967-09-16;F;Anápolis;MARACANANZINHO;0.00
057916;1965-08-28;F;Anápolis;CENTRO ANAPOLIS;0.00
050156;1952-12-20;F;Anápolis;SANTA MARIA DE NAZAR;0.00
104803;1979-06-06;F;Anápolis;JARDIM ALEXANDRINA;950.00
103682;1988-12-31;F;Anápolis;JARDIM ALEXANDRINA;0.00
059255;1955-03-02;F;Anápolis;CENTRO;0.00
057065;1973-12-28;F;Anápolis;SAO LOURENCO;0.00
095479;1988-08-09;M;Anápolis;JARDIM CALIXTO;400.00
100883;1980-11-21;F;Anápolis;ALEXANIA;0.00
115007;1981-03-20;F;Anápolis;SAO LOURENCO;0.00
119286;1977-10-17;F;Anápolis;JAIARA;0.00
028812;1956-02-18;F;Anápolis;JARDIM PROGRESSO;0.00
112917;1973-02-10;F;Anápolis;BRASILIA-DF;0.00
049233;1985-09-05;F;Anápolis;VALE DOS PASSAROS(AO;0.00
091201;1964-04-26;F;Anápolis;SANTA MARIA DE NAZAR;0.00
051497;1964-11-05;F;Anápolis;ITAMARATY;0.00
032101;1980-12-07;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
041046;1977-06-21;F;Anápolis;MARACANA;0.00
051948;1945-05-07;F;Anápolis;PROGRESSO;0.00
057857;1982-05-14;F;Anápolis;JAIARA;0.00
091748;0000-00-00;F;Anápolis;SAO VICENTE;0.00
091775;0000-00-00;F;Anápolis;SAO VICENTE;0.00
108053;0000-00-00;F;Anápolis;RESIDENCIAL VALE DO;0.00
066099;1967-07-11;F;Anápolis;CENTRO;0.00
034410;1964-09-24;F;Anápolis;ALEXANDRINA;0.00
095883;0000-00-00;F;Anápolis;VILA GOIS;0.00
115535;1976-11-07;F;Anápolis;ITAMARATY 2 ETAPA;0.00
050388;1957-01-22;F;Anápolis;JARDIM DAS AMERICAS;0.00
097984;1978-11-22;F;Anápolis;BRANAPOLIS/CEBRASA;0.00
116050;0000-00-00;F;Anápolis;PARQUE BRASILIA;0.00
067403;1985-09-13;F;Anápolis;ANAPOLIS CITY 5ª ETA;0.00
098203;1969-06-16;F;Anápolis;SAO JORGE;450.00
120365;0000-00-00;F;Anápolis;OURO VERDE;0.00
017532;1959-08-30;F;Anápolis;JAIARA;0.00
053561;1945-04-15;F;Anápolis;JARDIM PROGRESSO;0.00
039788;1971-07-02;F;Anápolis;JARDIM GONCALVES;0.00
054378;1980-11-25;F;Anápolis;GOIANIA;0.00
101330;1963-09-20;F;Anápolis;SAO CARLOS;0.00
117298;1996-04-15;F;Anápolis;RESIDENCIAL ARAGUAIA;0.00
092647;1969-05-16;F;Anápolis;GOIANESIA;0.00
090653;1978-12-20;F;Anápolis;ITAMARATY;0.00
095976;1961-05-07;F;Anápolis;PARQUE IRACEMA;0.00
051155;1977-01-21;F;Anápolis;BAIRRO ALVORADA;0.00
032206;1975-07-03;F;Anápolis;ANEXO ITAMARATY;0.00
047520;1971-08-31;F;Anápolis;JARDIM DAS AMERICAS;0.00
115092;0000-00-00;F;Anápolis;APARECIDA DE GOIANIA;0.00
065598;1970-08-21;F;Anápolis;RESIDENCIAL ARAGUAIA;0.00
057446;1955-10-07;F;Anápolis;VILA GOIS;0.00
104704;1986-06-21;F;Anápolis;JARDIM DOS IPES;0.00
050307;1965-11-12;F;Anápolis;SAO JOAQUIM;0.00
091928;1978-06-11;F;Anápolis;SAO CARLOS;0.00
115380;1987-03-28;F;Anápolis;JARDIM PROGRESSO;0.00
108734;1997-06-14;M;Anápolis;JARDIM ALEXANDRINA;0.00
098071;1971-09-01;F;Anápolis;RESIDENCIAL DAS ROSA;0.00
114744;1978-07-11;F;Anápolis;BANDEIRAS;0.00
095083;0000-00-00;F;Anápolis;JARDIM EUROPA;0.00
002399;1964-05-06;F;Anápolis;VILA FABRIL;0.00
092657;0000-00-00;F;Anápolis;BOA VISTA;0.00
007078;1950-07-05;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
040359;1950-09-07;F;Anápolis;BOUGANVILLE;0.00
058086;1980-07-04;F;Anápolis;PEDRO LUDOVICO;0.00
037405;0000-00-00;F;Anápolis;JARDIM DAS AMERICAS;0.00
095831;1989-05-18;F;Anápolis;ITAMARATY 2 ETAPA;0.00
096008;1985-04-26;F;Anápolis;JAIARA;0.00
040316;1967-05-23;F;Anápolis;ITAMARATY;0.00
040790;1978-09-05;F;Anápolis;ALEXANDRINA;0.00
097701;1965-07-07;F;Anápolis;JAIARA;0.00
114926;1985-11-06;F;Anápolis;PARQUE DOS PIRINEUS;0.00
054133;1976-01-14;F;Anápolis;JUNDIAI;0.00
117849;0000-00-00;F;Anápolis;URUAÇU;0.00
092922;1962-10-18;F;Anápolis;PARQUE DAS NACOES;0.00
054136;1970-05-14;F;Anápolis;JUNDIAI;0.00
060424;1961-04-30;F;Anápolis;SAO LOURENCO;0.00
054096;1974-06-04;F;Anápolis;ALEXANDRINA;0.00
016157;1973-06-18;F;Anápolis;ELDORADO;0.00
108937;1957-03-17;M;Anápolis;JARDIM ALEXANDRINA;300.00
104604;0000-00-00;F;Anápolis;VIANAPOLIS;0.00
022685;1954-04-17;F;Anápolis;CENTRO;0.00
107220;0000-00-00;F;Anápolis;JARAGUA;0.00
040841;1978-08-13;F;Anápolis;PARQUE DOS PIRINEUS;0.00
064423;1969-11-26;F;Anápolis;JAIARA;0.00
044540;1969-03-02;F;Anápolis;ANAPOLIS CITY;0.00
062089;1977-04-02;F;Anápolis;VILA GOIS;0.00
117871;1987-01-19;F;Anápolis;VILA JUSSARA;0.00
038133;1972-01-13;M;Anápolis;JUNDIAI;0.00
095219;1969-03-20;F;Anápolis;FREI EUSTAQUIO;0.00
066003;1964-10-01;F;Anápolis;SAO LOURENCO;0.00
093487;1976-04-24;F;Anápolis;JK NOVA CAPITAL;0.00
067324;1987-07-01;F;Anápolis;JARDIM AMERICA;0.00
118061;0000-00-00;F;Anápolis;MONICA BRAGA;0.00
023270;1977-07-14;F;Anápolis;ALEXANDRINA;0.00
057600;1962-07-05;F;Anápolis;ANAPOLIS CITY;0.00
053017;1982-06-17;F;Anápolis;ALEXANDRINA;500.00
097531;1981-03-27;F;Anápolis;RESIDENCIAL VERONA;0.00
063658;1974-08-06;F;Anápolis;BOA VISTA;0.00
044699;1975-11-07;F;Anápolis;JAIARA;0.00
113317;1982-07-31;F;Anápolis;JUNDIAI;0.00
044448;0000-00-00;F;Anápolis;GOIS VILA;0.00
059643;1977-06-14;F;Anápolis;ALEXANDRINA;0.00
111814;1969-06-07;F;Anápolis;ALEXANDRINA;0.00
117587;1976-10-26;F;Anápolis;FLOR DO CERRADO;0.00
100773;1968-12-10;F;Anápolis;SETOR SUL JAMIL MIGU;0.00
104661;0000-00-00;F;Anápolis;;0.00
107493;1965-09-02;F;Anápolis;JAIARA;0.00
112891;0000-00-00;F;Anápolis;JARDIM PROGRESSO;0.00
037522;1967-10-08;F;Anápolis;JARDIM DAS AMERICAS;0.00
092605;1973-02-07;F;Anápolis;JARDIM BANDEIRANTES;0.00
065422;1960-08-12;F;Anápolis;MARACANA;0.00
005232;1969-02-15;F;Anápolis;ITAMARATY;0.00
064249;0000-00-00;F;Anápolis;NOSSA SENHORA D`ABAD;0.00
032750;1976-02-06;F;Anápolis;VILA HARMONIA;0.00
105028;1988-05-26;F;Anápolis;PIRINEUS;0.00
016148;1946-07-08;F;Anápolis;MARACANA;0.00
043751;1969-01-29;F;Anápolis;JARDIM DAS AMERICAS;0.00
057141;1970-12-19;F;Anápolis;PARQUE SAO JOAO;0.00
055957;1979-06-17;F;Anápolis;ALEXANDRINA;0.00
051186;1972-08-19;F;Anápolis;SOUZANIA;0.00
065501;1967-06-27;F;Anápolis;JK NOVA CAPITAL;0.00
110763;0000-00-00;F;Anápolis;APARECIDA DE GOIANIA;0.00
098101;1971-07-25;F;Anápolis;SERRA DOURADA;0.00
110429;1956-01-11;F;Anápolis;NOVA VILA;0.00
093791;1970-04-11;F;Anápolis;LAS PALMAS;410.00
038848;0000-00-00;F;Anápolis;JUNDIAI;0.00
107496;1963-01-30;F;Anápolis;NOVA VILA;0.00
030600;1963-03-02;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
059513;1970-04-16;F;Anápolis;SETOR SUL;0.00
118454;0000-00-00;F;Anápolis;ABADIANIA;0.00
120130;1979-05-11;F;Anápolis;ALEXANDRINA;0.00
103897;1975-03-12;F;Anápolis;VILAGE;0.00
094206;1978-06-26;F;Anápolis;VILA BELA;400.00
039424;1974-02-04;F;Anápolis;MARACANA;0.00
107243;1964-05-02;F;Anápolis;ANAPOLIS CITY;0.00
094602;1982-11-02;F;Anápolis;ANAPOLIS CITY;0.00
001050;1963-07-09;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
095280;0000-00-00;F;Anápolis;SANTA MARIA DE NAZAR;0.00
092632;0000-00-00;F;Anápolis;ALEXANDRINA;0.00
115794;1978-04-24;F;Anápolis;JARDIM GOIANO;0.00
098155;1976-08-28;F;Anápolis;PARQUE BRASILIA 2 ET;0.00
066217;1977-11-12;F;Anápolis;ARCO VERDE;0.00
093898;1960-09-04;F;Anápolis;CENTRO ANAPOLIS;0.00
095808;0000-00-00;F;Anápolis;JAIARA;0.00
000804;1951-04-14;F;Anápolis;JARDIM DOS IPES;0.00
093626;1959-02-03;F;Anápolis;JUNDIAI;0.00
115071;1996-11-19;F;Anápolis;JARDIM ALEXANDRINA;0.00
182699;1993-10-07;F;Anápolis;MARACANANZINHO;450.00
099240;1962-07-31;F;Anápolis;JUNDIAI;0.00
105828;1972-12-11;F;Anápolis;JARAGUA;0.00
115338;0000-00-00;F;Anápolis;SENADOR CANEDO;0.00
094226;1959-10-28;F;Anápolis;ANEXO ITAMARATY;400.00
095117;0000-00-00;F;Anápolis;JAIARA;0.00
039750;1960-08-20;F;Anápolis;ROSE GARDEN;0.00
101769;1981-03-04;F;Anápolis;VILA HARMONIA;0.00
099305;0000-00-00;F;Anápolis;INHUMAS;0.00
091924;1977-08-26;F;Anápolis;BOA VISTA;0.00
052739;1978-09-11;F;Anápolis;ANAPOLIS CITY;0.00
040010;1951-07-17;F;Anápolis;ANAPOLIS CITY;0.00
032168;1962-05-19;F;Anápolis;BAIRRO ALVORADA;0.00
027340;1978-11-27;F;Anápolis;RESIDENCIAL FLAMBOYA;1200.00
065415;1957-11-16;F;Anápolis;CENTRO;145.00
064265;1982-05-26;F;Anápolis;RESIDENCIAL VERONA;0.00
004047;1971-01-27;F;Anápolis;MARACANA;0.00
060290;1977-05-28;F;Anápolis;CENTRO;0.00
059772;1965-04-06;F;Anápolis;ALTO DA BELA VISTA;0.00
101665;1978-12-19;F;Anápolis;CENTRO;0.00
109579;0000-00-00;F;Anápolis;JARDIM DAS AMERICAS;0.00
035178;1942-09-29;F;Anápolis;SAO JORGE;0.00
098185;1976-03-23;F;Anápolis;MARACANA;500.00
067111;1983-09-26;F;Anápolis;ALEXANDRINA;0.00
093629;1959-09-30;F;Anápolis;VILA FABRIL;0.00
119652;0000-00-00;F;Anápolis;GOIANAPOLIS CIDADE;0.00
045997;1983-04-16;F;Anápolis;RECANTO DO SOL;0.00
114051;0000-00-00;M;Anápolis;CENTRO;0.00
097296;1983-08-07;F;Anápolis;RESIDENCIAL ITATIAIA;0.00
092401;0000-00-00;F;Anápolis;BAIRRO ALVORADA;0.00
120717;1971-11-03;F;Anápolis;;0.00
037469;1964-10-04;F;Anápolis;SAO CARLOS;0.00
116925;0000-00-00;F;Anápolis;HIDROLANDIA;0.00
052171;1960-02-05;F;Anápolis;JARDIM PROGRESSO;0.00
095788;1966-08-09;F;Anápolis;SAO CARLOS;0.00
062379;1951-08-19;F;Anápolis;MARACANA;0.00
060048;1978-01-16;F;Anápolis;ANEXO ITAMARATY;0.00
108203;1984-06-29;F;Anápolis;POLOCENTRO;0.00
045860;1976-11-20;F;Anápolis;ITAMARATY 4ª ETAPA;400.00
113705;0000-00-00;F;Anápolis;CALDAS NOVAS;0.00
037467;1954-09-08;F;Anápolis;JUNDIAI;0.00
047370;1961-01-03;F;Anápolis;JUNDIAI;0.00
182812;1988-05-01;M;Anápolis;RESIDENCIAL VALE DO SOL;0.00
067481;1985-05-11;F;Anápolis;CENTRO;0.00
093279;0000-00-00;F;Anápolis;VILA DOS SARGENTOS 2;0.00
093800;1990-09-20;F;Anápolis;VIVIAN PARQUE;750.00
052763;1980-11-28;F;Anápolis;BOA VISTA;0.00
057931;1979-06-23;F;Anápolis;SAO LOURENCO;0.00
096067;1957-12-03;M;Anápolis;BOA VISTA;0.00
114236;0000-00-00;F;Anápolis;DA LAPA;0.00
064960;1981-09-05;F;Anápolis;ITAMARATY;0.00
054723;1967-07-02;F;Anápolis;MARACANA;0.00
091027;1964-10-21;F;Anápolis;MIRAGE;0.00
109228;1956-01-07;F;Anápolis;BOA VISTA;0.00
096297;1965-05-22;F;Anápolis;MARACANA;0.00
067757;0000-00-00;F;Anápolis;JUNDIAI;0.00
044464;1944-04-23;F;Anápolis;ST.ISABEL;0.00
117437;1977-02-02;F;Anápolis;BANDEIRAS;500.00
054232;1981-03-07;F;Anápolis;JARDIM ALEXANDRINA;0.00
051410;0000-00-00;F;Anápolis;SETOR OESTE;0.00
093089;1976-10-24;F;Anápolis;BOM SUCESSO;0.00
043825;1979-07-13;F;Anápolis;JUNDIAI;0.00
051591;1976-12-27;F;Anápolis;JAIARA;0.00
041524;1961-06-17;F;Anápolis;JARDIM EUROPA;0.00
057528;1968-03-10;F;Anápolis;CENTRO;0.00
097176;1968-07-23;F;Anápolis;JARDIM DAS AMERICAS;0.00
098056;1975-12-01;F;Anápolis;JAIARA;0.00
049142;1976-03-25;F;Anápolis;MARACANANZINHO;0.00
105607;1965-12-02;F;Anápolis;NOVA VILA;0.00
055511;1977-08-06;F;Anápolis;JARDIM DAS AMERICAS;0.00
051616;1965-02-13;F;Anápolis;JARDIM DAS AMERICAS;0.00
107976;1977-11-11;F;Anápolis;COCALZINHO;0.00
109594;0000-00-00;F;Anápolis;PIRENOPOLIS;0.00
094644;1975-11-15;F;Anápolis;ALEXANIA;0.00
104531;0000-00-00;F;Anápolis;INHUMAS;0.00
063398;1984-01-31;F;Anápolis;NOVA VILA;0.00
050845;1971-03-15;F;Anápolis;LAS PALMAS;0.00
092757;1975-04-22;F;Anápolis;CENTRO ANAPOLIS;0.00
060750;1965-05-14;F;Anápolis;ALEXANDRINA;0.00
114748;1970-08-10;F;Anápolis;RESIDENCIAL VENEZA (;0.00
055551;1958-10-16;F;Anápolis;ALEXANDRINA;0.00
057702;1973-08-30;F;Anápolis;ALEXANDRINA;0.00
042250;1976-08-02;F;Anápolis;ALEXANDRINA;0.00
049275;1954-02-12;F;Anápolis;ALEXANDRINA;0.00
060845;1971-06-15;F;Anápolis;JUNDIAI;0.00
182851;2000-04-27;F;Anápolis;JARDIM DAS OLIVEIRAS;0.00
095981;1960-04-20;F;Anápolis;PARQUE DOS PIRINEUS;0.00
092362;1975-11-07;F;Anápolis;RES. PEDRO LUDOVICO;0.00
035143;1971-12-24;F;Anápolis;MARACANA;0.00
095698;1976-02-08;F;Anápolis;JK NOVA CAPITAL;0.00
113474;0000-00-00;F;Anápolis;GOIANAPOLIS CIDADE;0.00
097931;1980-12-16;F;Anápolis;PARQUE BRASILIA;1000.00
114985;1981-04-08;F;Anápolis;BRASILIA-DF;0.00
058026;1984-12-18;F;Anápolis;SANTA MARIA;0.00
115075;1988-11-14;F;Anápolis;ITAMARATY;0.00
103066;1976-05-08;F;Anápolis;JAIARA;0.00
036405;1963-12-10;F;Anápolis;JARDIM PROGRESSO;0.00
035500;1966-02-09;F;Anápolis;ALEXANDRINA;0.00
035288;1965-04-16;F;Anápolis;ITAMARATY;0.00
108868;1987-08-28;F;Anápolis;CENTRO;0.00
112963;1962-01-12;F;Anápolis;JAIARA;0.00
098655;1980-08-25;F;Anápolis;RECANTO DO SOL;0.00
038655;1975-01-16;F;Anápolis;VILAGE;0.00
040057;1962-06-27;F;Anápolis;SANTA MARIA DE NAZAR;0.00
110419;1969-05-16;F;Anápolis;VILA VERDE;0.00
098541;0000-00-00;F;Anápolis;POLOCENTRO;0.00
103165;1983-01-30;F;Anápolis;JAIARA;1200.00
067761;1977-09-21;F;Anápolis;ADRIANA PARQUE;0.00
067456;1965-01-15;F;Anápolis;ITAMARATY;0.00
098370;1966-07-06;F;Anápolis;SANTO ANDRE;0.00
095658;1974-03-02;F;Anápolis;JAIARA;0.00
097503;1987-11-29;F;Anápolis;ITAMARATY;0.00
114751;1967-06-22;F;Anápolis;ALDEIA DOS SONHOS;1300.00
182864;1958-01-11;F;Anápolis;FILOSTRO;900.00
182865;0000-00-00;F;Anápolis;COPACABANA;600.00
040247;1961-01-23;F;Anápolis;MARACANA;0.00
061022;1967-05-28;F;Anápolis;VILA VERDE;0.00
011916;1979-07-24;F;Anápolis;PARQUE BRASILIA;0.00
039719;1977-07-13;F;Anápolis;ITAMARATY 2 ETAPA;0.00
043230;1956-01-20;F;Anápolis;SANTO ANTONIO;0.00
114061;1974-08-31;F;Anápolis;SAO JORGE;0.00
097665;1973-05-17;F;Anápolis;JAIARA;0.00
108080;1989-10-13;F;Anápolis;TANGARA;0.00
102138;1990-03-01;F;Anápolis;MARACANA;0.00
041564;1982-09-28;F;Anápolis;JUNDIAI;0.00
102209;1982-08-15;F;Anápolis;CAMPO LIMPO;0.00
101437;1982-05-19;F;Anápolis;PARQUE DOS PIRINEUS;0.00
097888;1981-12-11;F;Anápolis;ALEXANDRINA;0.00
106291;0000-00-00;F;Anápolis;ALEXANIA;0.00
020713;1964-10-25;F;Anápolis;ANEXO ITAMARATY;0.00
182876;1996-02-02;F;Anápolis;ALEXANDRINA;0.00
182877;1954-11-30;F;Anápolis;SAO CARLOS;950.00
005876;1944-06-01;F;Anápolis;CONJUNTO VILLAGE JAR;0.00
117952;1968-01-03;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
045308;1962-07-04;F;Anápolis;ALEXANDRINA;400.00
092157;0000-00-00;F;Anápolis;ITAMARAY 3A ETAPA;0.00
018216;1976-04-11;F;Anápolis;CALIXTOLANDIA;0.00
111777;1967-09-28;F;Anápolis;;800.00
109923;0000-00-00;F;Anápolis;APARECIDA DE GOIANIA;0.00
093470;1958-03-30;F;Anápolis;JARDIM DAS AMERICAS;0.00
108799;1978-03-07;F;Anápolis;ANAPOLIS CITY;0.00
115270;1980-03-18;F;Anápolis;BAIRRO DE LOURDES;0.00
108877;1981-08-14;F;Anápolis;RESIDENCIAL VALE DO;0.00
057389;1962-11-14;F;Anápolis;ITAMARATY;0.00
095657;1957-11-13;F;Anápolis;JARDIM DAS AMERICAS;0.00
119225;1974-11-18;F;Anápolis;ANEXO ITAMARATY;0.00
092219;1951-03-06;F;Anápolis;ALEXANDRINA;0.00
001240;1971-10-11;F;Anápolis;MIGUEL JORGE;0.00
052880;1974-08-26;F;Anápolis;SUMMERVILLE;0.00
